id,tourName,tourDestination,userName,userAvatar,rating,date,quote,fullReview,imageUrl1,imageUrl2,imageUrl3,verified,tourUrl,operatorName
462037,Splendour Of Sri Lanka (7 Days) Upgrade to Private Tour Available,Galle,Julie  Tarpey ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-27,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interest,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interested in. Our guide Amira was very polite helpful and accommodating. The hotels quite basic but always got warm welcome and breakfasts were good. Sad to leave this beautiful Country,https://cdn.tourradar.com/s3/review/original/462037_69a1865e2d9e9.jpg,,,false,https://www.tourradar.com/t/111171,
462037,Splendour Of Sri Lanka (7 Days) Upgrade to Private Tour Available,Mirissa,Julie  Tarpey ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-27,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interest,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interested in. Our guide Amira was very polite helpful and accommodating. The hotels quite basic but always got warm welcome and breakfasts were good. Sad to leave this beautiful Country,https://cdn.tourradar.com/s3/review/original/462037_69a1865e2d9ea.jpg,,,false,https://www.tourradar.com/t/111171,
462037,Splendour Of Sri Lanka (7 Days) Upgrade to Private Tour Available,Yala National Park,Julie  Tarpey ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-27,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interest,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interested in. Our guide Amira was very polite helpful and accommodating. The hotels quite basic but always got warm welcome and breakfasts were good. Sad to leave this beautiful Country,https://cdn.tourradar.com/s3/review/original/462037_69a1865e2d9eb.jpg,,,false,https://www.tourradar.com/t/111171,
462037,Splendour Of Sri Lanka (7 Days) Upgrade to Private Tour Available,Kandy,Julie  Tarpey ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-27,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interest,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interested in. Our guide Amira was very polite helpful and accommodating. The hotels quite basic but always got warm welcome and breakfasts were good. Sad to leave this beautiful Country,https://cdn.tourradar.com/s3/review/original/462037_69a1865e2d9ec.jpg,,,false,https://www.tourradar.com/t/111171,
462037,Splendour Of Sri Lanka (7 Days) Upgrade to Private Tour Available,Ella,Julie  Tarpey ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-27,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interest,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interested in. Our guide Amira was very polite helpful and accommodating. The hotels quite basic but always got warm welcome and breakfasts were good. Sad to leave this beautiful Country,https://cdn.tourradar.com/s3/review/original/462037_69a1865e2d9ed.jpg,,,false,https://www.tourradar.com/t/111171,
462037,Splendour Of Sri Lanka (7 Days) Upgrade to Private Tour Available,Ella,Julie  Tarpey ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-27,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interest,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interested in. Our guide Amira was very polite helpful and accommodating. The hotels quite basic but always got warm welcome and breakfasts were good. Sad to leave this beautiful Country,https://cdn.tourradar.com/s3/review/original/462037_69a1865e2d9ee.jpg,,,false,https://www.tourradar.com/t/111171,
462037,Splendour Of Sri Lanka (7 Days) Upgrade to Private Tour Available,Nuwara Eliya,Julie  Tarpey ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-27,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interest,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interested in. Our guide Amira was very polite helpful and accommodating. The hotels quite basic but always got warm welcome and breakfasts were good. Sad to leave this beautiful Country,https://cdn.tourradar.com/s3/review/original/462037_69a1865e2d9ef.jpg,,,false,https://www.tourradar.com/t/111171,
462037,Splendour Of Sri Lanka (7 Days) Upgrade to Private Tour Available,Sigiriya,Julie  Tarpey ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-27,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interest,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interested in. Our guide Amira was very polite helpful and accommodating. The hotels quite basic but always got warm welcome and breakfasts were good. Sad to leave this beautiful Country,https://cdn.tourradar.com/s3/review/original/462037_69a1865e2d9f0.jpg,,,false,https://www.tourradar.com/t/111171,
462037,Splendour Of Sri Lanka (7 Days) Upgrade to Private Tour Available,Sigiriya,Julie  Tarpey ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-27,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interest,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interested in. Our guide Amira was very polite helpful and accommodating. The hotels quite basic but always got warm welcome and breakfasts were good. Sad to leave this beautiful Country,https://cdn.tourradar.com/s3/review/original/462037_69a1865e2d9f1.jpg,,,false,https://www.tourradar.com/t/111171,
462037,Splendour Of Sri Lanka (7 Days) Upgrade to Private Tour Available,Ella,Julie  Tarpey ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-27,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interest,Loved this tour we saw so much and it was good that it was just us and not a group so we could go at our own pace and miss things we were not interested in. Our guide Amira was very polite helpful and accommodating. The hotels quite basic but always got warm welcome and breakfasts were good. Sad to leave this beautiful Country,https://cdn.tourradar.com/s3/review/original/462037_69a1865e2d9f2.jpg,,,false,https://www.tourradar.com/t/111171,
461979,Pharaohs Nile Cruise Adventure - Grand GEM Visit – Return Flights Included,Giza,Jaroslaw K.P.,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-26,Tour is excellent. You will see all things in Egypt that you have to. Our guide Saladino was amazing. He made us feel like at home and he took well ca,"Tour is excellent. You will see all things in Egypt that you have to. Our guide Saladino was amazing. He made us feel like at home and he took well care of of us. All is organized with a Swiss precision. Be prepared for early wake ups, 6.00 AM is a norm.

Information on website should include additional details on the entrance fees and tips. Be prepared to spend some 20% of the trip price.",https://cdn.tourradar.com/s3/review/original/461979_69a088f83825e.jpg,,,false,https://www.tourradar.com/t/111022,
461979,Pharaohs Nile Cruise Adventure - Grand GEM Visit – Return Flights Included,Luxor,Jaroslaw K.P.,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-26,Tour is excellent. You will see all things in Egypt that you have to. Our guide Saladino was amazing. He made us feel like at home and he took well ca,"Tour is excellent. You will see all things in Egypt that you have to. Our guide Saladino was amazing. He made us feel like at home and he took well care of of us. All is organized with a Swiss precision. Be prepared for early wake ups, 6.00 AM is a norm.

Information on website should include additional details on the entrance fees and tips. Be prepared to spend some 20% of the trip price.",https://cdn.tourradar.com/s3/review/original/461979_69a088f838262.jpg,,,false,https://www.tourradar.com/t/111022,
461979,Pharaohs Nile Cruise Adventure - Grand GEM Visit – Return Flights Included,Luxor,Jaroslaw K.P.,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-26,Tour is excellent. You will see all things in Egypt that you have to. Our guide Saladino was amazing. He made us feel like at home and he took well ca,"Tour is excellent. You will see all things in Egypt that you have to. Our guide Saladino was amazing. He made us feel like at home and he took well care of of us. All is organized with a Swiss precision. Be prepared for early wake ups, 6.00 AM is a norm.

Information on website should include additional details on the entrance fees and tips. Be prepared to spend some 20% of the trip price.",https://cdn.tourradar.com/s3/review/original/461979_69a088f838263.jpg,,,false,https://www.tourradar.com/t/111022,
461979,Pharaohs Nile Cruise Adventure - Grand GEM Visit – Return Flights Included,Giza,Jaroslaw K.P.,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-26,Tour is excellent. You will see all things in Egypt that you have to. Our guide Saladino was amazing. He made us feel like at home and he took well ca,"Tour is excellent. You will see all things in Egypt that you have to. Our guide Saladino was amazing. He made us feel like at home and he took well care of of us. All is organized with a Swiss precision. Be prepared for early wake ups, 6.00 AM is a norm.

Information on website should include additional details on the entrance fees and tips. Be prepared to spend some 20% of the trip price.",https://cdn.tourradar.com/s3/review/original/461979_69a088f838264.jpg,,,false,https://www.tourradar.com/t/111022,
461979,Pharaohs Nile Cruise Adventure - Grand GEM Visit – Return Flights Included,Luxor,Jaroslaw K.P.,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-26,Tour is excellent. You will see all things in Egypt that you have to. Our guide Saladino was amazing. He made us feel like at home and he took well ca,"Tour is excellent. You will see all things in Egypt that you have to. Our guide Saladino was amazing. He made us feel like at home and he took well care of of us. All is organized with a Swiss precision. Be prepared for early wake ups, 6.00 AM is a norm.

Information on website should include additional details on the entrance fees and tips. Be prepared to spend some 20% of the trip price.",https://cdn.tourradar.com/s3/review/original/461979_69a088f838265.jpg,,,false,https://www.tourradar.com/t/111022,
461932,Egypt Luxury Guided Tour W/Nile Cruise & Air 5*,Aswan,Branko Hutar,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-26,Čimprej doživeti Truly. Videli smo veliko .,Čimprej doživeti Truly. Videli smo veliko .,https://cdn.tourradar.com/s3/review/original/461932_69a01ffd93b1f.jpg,,,false,https://www.tourradar.com/t/127638,
461932,Egypt Luxury Guided Tour W/Nile Cruise & Air 5*,Aswan,Branko Hutar,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-26,Čimprej doživeti Truly. Videli smo veliko .,Čimprej doživeti Truly. Videli smo veliko .,https://cdn.tourradar.com/s3/review/original/461932_69a01ffd93b23.jpg,,,false,https://www.tourradar.com/t/127638,
461932,Egypt Luxury Guided Tour W/Nile Cruise & Air 5*,Philae,Branko Hutar,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-26,Čimprej doživeti Truly. Videli smo veliko .,Čimprej doživeti Truly. Videli smo veliko .,https://cdn.tourradar.com/s3/review/original/461932_69a01ffd93b24.jpg,,,false,https://www.tourradar.com/t/127638,
461897,6 Days Nepal Tour,Kathmandu,Laurent  Fromont ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-26,Incredible tout! Mix of adventure and culture! Kathmandu such a beautiful city and the safari incredible… Nepal people really nice and the food outsta,"Incredible tout! Mix of adventure and culture! Kathmandu such a beautiful city and the safari incredible… Nepal people really nice and the food outstanding… our Driver Robin great and really nice…the same with our guide in Kathmandu and Chitwan… I really recommend it, also for kids we were with a 5 year old who loved it",https://cdn.tourradar.com/s3/review/original/461897_699fdeb2e3cd5.jpg,,,false,https://www.tourradar.com/t/214315,
461897,6 Days Nepal Tour,Chitwan National Park,Laurent  Fromont ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-26,Incredible tout! Mix of adventure and culture! Kathmandu such a beautiful city and the safari incredible… Nepal people really nice and the food outsta,"Incredible tout! Mix of adventure and culture! Kathmandu such a beautiful city and the safari incredible… Nepal people really nice and the food outstanding… our Driver Robin great and really nice…the same with our guide in Kathmandu and Chitwan… I really recommend it, also for kids we were with a 5 year old who loved it",https://cdn.tourradar.com/s3/review/original/461897_699fdeb2e3cd9.jpg,,,false,https://www.tourradar.com/t/214315,
461897,6 Days Nepal Tour,Kathmandu,Laurent  Fromont ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-26,Incredible tout! Mix of adventure and culture! Kathmandu such a beautiful city and the safari incredible… Nepal people really nice and the food outsta,"Incredible tout! Mix of adventure and culture! Kathmandu such a beautiful city and the safari incredible… Nepal people really nice and the food outstanding… our Driver Robin great and really nice…the same with our guide in Kathmandu and Chitwan… I really recommend it, also for kids we were with a 5 year old who loved it",https://cdn.tourradar.com/s3/review/original/461897_699fdeb2e3cda.jpg,,,false,https://www.tourradar.com/t/214315,
461897,6 Days Nepal Tour,Kathmandu,Laurent  Fromont ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-26,Incredible tout! Mix of adventure and culture! Kathmandu such a beautiful city and the safari incredible… Nepal people really nice and the food outsta,"Incredible tout! Mix of adventure and culture! Kathmandu such a beautiful city and the safari incredible… Nepal people really nice and the food outstanding… our Driver Robin great and really nice…the same with our guide in Kathmandu and Chitwan… I really recommend it, also for kids we were with a 5 year old who loved it",https://cdn.tourradar.com/s3/review/original/461897_699fdeb2e3cdb.jpg,,,false,https://www.tourradar.com/t/214315,
461897,6 Days Nepal Tour,Kathmandu,Laurent  Fromont ,"https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=1
  50&h=150&fit=crop",5,2026-02-26,Incredible tout! Mix of adventure and culture! Kathmandu such a beautiful city and the safari incredible… Nepal people really nice and the food outsta,"Incredible tout! Mix of adventure and culture! Kathmandu such a beautiful city and the safari incredible… Nepal people really nice and the food outstanding… our Driver Robin great and really nice…the same with our guide in Kathmandu and Chitwan… I really recommend it, also for kids we were with a 5 year old who loved it",https://cdn.tourradar.com/s3/review/original/461897_699fdeb2e3cdc.jpg,,,false,https://www.tourradar.com/t/214315,
